Periodicity ;Year;Quarter ;Month;Item;Money Supply in Million Saudi Riyals
Monthly;2000;Q3;Aug;Money Supply M1;158314.92
Monthly;2000;Q3;Aug;Money Supply M2;245938.631
Monthly;2000;Q4;Oct;Other Quasi- Money Deposits;61936.199
Monthly;2000;Q4;Oct;Currency Outside Banks;46439.776
Monthly;2000;Q4;Oct;Money Supply M2;244265.89
Monthly;2000;Q4;Nov;Other Quasi- Money Deposits;63212.832
Monthly;2000;Q4;Nov;Currency Outside Banks;47311.512
Monthly;2000;Q4;Dec;Demand  Deposits;114480.931
Monthly;2000;Q4;Dec;Money Supply M1;165500.388
Monthly;2000;Q4;Dec;Money Supply M3;318989.309
Monthly;2000;Q4;Dec;Money Supply M2;256332.394
Monthly;2001;Q1;Jan;Time & Savings Deposits;90803.18
Monthly;2001;Q1;Jan;Money Supply M2;257147.919
Monthly;2001;Q1;Mar;Currency Outside Banks;50095.584
Monthly;2001;Q1;Mar;Money Supply M3;325475.38
Monthly;2001;Q2;Apr;Currency Outside Banks;50054.258
Monthly;2001;Q2;Apr;Money Supply M3;326194.417
Monthly;2001;Q2;May;Currency Outside Banks;50372.91
Monthly;2001;Q2;May;Money Supply M3;330924.691
Monthly;2001;Q2;Jun;Money Supply M3;330433.195
Monthly;2001;Q2;Jun;Money Supply M2;265121.875
Monthly;2001;Q3;Jul;Other Quasi- Money Deposits;64143.057
Monthly;2001;Q3;Aug;Demand  Deposits;125966.908
Monthly;2001;Q3;Aug;Other Quasi- Money Deposits;63794.686
Monthly;2001;Q3;Aug;Currency Outside Banks;46777.743
Monthly;2001;Q3;Aug;Money Supply M3;325710.684
Monthly;2001;Q3;Sep;Time & Savings Deposits;87923.045
Monthly;2001;Q4;Oct;Money Supply M1;173161.605
Monthly;2001;Q4;Nov;Time & Savings Deposits;88887.896
Monthly;2001;Q4;Nov;Demand  Deposits;130980.143
Monthly;2001;Q4;Dec;Money Supply M3;339982.871
Monthly;2001;Q4;Dec;Money Supply M2;271080.485
Monthly;2002;Q1;Jan;Demand  Deposits;131726.96
Monthly;2002;Q1;Jan;Money Supply M2;272803.92
Monthly;2002;Q1;Feb;Money Supply M2;278133.642
Monthly;2002;Q1;Mar;Money Supply M2;278644.847
Monthly;2002;Q2;Apr;Money Supply M3;351396.02
Monthly;2002;Q2;Apr;Money Supply M2;281520.412
Monthly;2002;Q2;May;Money Supply M3;354729.74
Monthly;2002;Q2;Jun;Time & Savings Deposits;88127.743
Monthly;2002;Q3;Jul;Demand  Deposits;146040.27
Monthly;2002;Q3;Aug;Money Supply M3;355578.801
Monthly;2002;Q3;Sep;Demand  Deposits;146193.767
Monthly;2002;Q3;Sep;Currency Outside Banks;46996.861
Monthly;2002;Q4;Oct;Other Quasi- Money Deposits;78274.052
Monthly;2002;Q4;Oct;Money Supply M2;298615.983
Monthly;2002;Q4;Dec;Money Supply M3;390208.563
Monthly;2003;Q1;Jan;Other Quasi- Money Deposits;76700.763
Monthly;2003;Q1;Jan;Money Supply M1;206172.871
Monthly;2003;Q1;Jan;Money Supply M2;314303.732
Monthly;2003;Q1;Mar;Demand  Deposits;156587.343
Monthly;2003;Q1;Mar;Money Supply M3;398877.569
Monthly;2003;Q2;Apr;Currency Outside Banks;55400.565
Monthly;2003;Q2;May;Time & Savings Deposits;105240.02
Monthly;2003;Q2;May;Money Supply M2;322260.014
Monthly;2003;Q2;Jun;Time & Savings Deposits;104984.349
Monthly;2003;Q2;Jun;Money Supply M2;322777.737
Monthly;2003;Q3;Jul;Demand  Deposits;164635.273
Monthly;2003;Q3;Jul;Currency Outside Banks;53444.872
Monthly;2003;Q3;Jul;Money Supply M2;323578.986
Monthly;2003;Q3;Aug;Currency Outside Banks;51990.291
Monthly;2003;Q3;Aug;Money Supply M1;215128.684
Monthly;2003;Q3;Aug;Money Supply M3;402288.034
Monthly;2003;Q3;Sep;Currency Outside Banks;52233.157
Monthly;2003;Q4;Nov;Money Supply M1;218380.498
Monthly;2004;Q1;Jan;Money Supply M3;422333.646
Monthly;2004;Q1;Feb;Currency Outside Banks;56674.384
Monthly;2004;Q2;Apr;Money Supply M1;242853.267
Monthly;2004;Q2;Apr;Money Supply M2;351712.666
Monthly;2004;Q2;May;Currency Outside Banks;57019.231
Monthly;2004;Q2;Jun;Time & Savings Deposits;115238.608
Monthly;2004;Q3;Jul;Money Supply M1;246276.247
Monthly;2004;Q3;Aug;Currency Outside Banks;54837.277
Monthly;2004;Q3;Sep;Demand  Deposits;187349.429
Monthly;2004;Q4;Oct;Demand  Deposits;182341.172
Monthly;2004;Q4;Nov;Demand  Deposits;201120.218
Monthly;2004;Q4;Nov;Money Supply M1;261242.139
Monthly;2004;Q4;Nov;Money Supply M3;495589.149
Monthly;2004;Q4;Dec;Other Quasi- Money Deposits;87691.664
Monthly;2005;Q1;Mar;Other Quasi- Money Deposits;93172.008
Monthly;2005;Q1;Mar;Currency Outside Banks;58743.873
Monthly;2005;Q2;Apr;Currency Outside Banks;58721.596
Monthly;2005;Q2;Apr;Money Supply M3;517226.603
Monthly;2005;Q2;Apr;Money Supply M2;421391.15
Monthly;2005;Q2;Jun;Money Supply M2;433003.996
Monthly;2005;Q3;Jul;Demand  Deposits;222965.288
Monthly;2005;Q3;Aug;Demand  Deposits;217416.181
Monthly;2005;Q3;Sep;Time & Savings Deposits;160908.929
Monthly;2005;Q4;Oct;Time & Savings Deposits;163515.232
Monthly;2005;Q4;Oct;Other Quasi- Money Deposits;99468.93
Monthly;2005;Q4;Nov;Currency Outside Banks;63033.727
Monthly;2005;Q4;Nov;Money Supply M3;545485.186
Monthly;2005;Q4;Dec;Currency Outside Banks;64288.038
Monthly;2005;Q4;Dec;Money Supply M1;283539.074
Monthly;2006;Q1;Jan;Money Supply M1;279935.288
Monthly;2006;Q1;Feb;Money Supply M1;287123.116
Monthly;2006;Q2;Apr;Other Quasi- Money Deposits;102971.659
Monthly;2006;Q2;Apr;Money Supply M1;291914.376
Monthly;2006;Q2;May;Money Supply M2;488890.125
Monthly;2006;Q2;Jun;Time & Savings Deposits;190592.943
Monthly;2006;Q2;Jun;Demand  Deposits;237337.733
Monthly;2006;Q2;Jun;Currency Outside Banks;63512.051
Monthly;2006;Q3;Aug;Time & Savings Deposits;209375.378
Monthly;2006;Q3;Sep;Money Supply M1;293646.792
Monthly;2006;Q4;Oct;Other Quasi- Money Deposits;112531.512
Monthly;2006;Q4;Oct;Money Supply M3;618733.819
Monthly;2006;Q4;Dec;Time & Savings Deposits;226026.745
Monthly;2006;Q4;Dec;Money Supply M3;660268.053
Monthly;2007;Q1;Jan;Demand  Deposits;248227.86
Monthly;2007;Q1;Feb;Time & Savings Deposits;230859.834
Monthly;2007;Q1;Feb;Demand  Deposits;251586.42
Monthly;2007;Q1;Feb;Money Supply M1;316818.101
Monthly;2007;Q1;Mar;Money Supply M2;561656.925
Monthly;2007;Q2;Apr;Time & Savings Deposits;240689.892
Monthly;2007;Q2;Apr;Demand  Deposits;265543.483
Monthly;2007;Q2;Apr;Money Supply M2;571892.157
Monthly;2007;Q3;Aug;Money Supply M1;338980.459
Monthly;2007;Q3;Sep;Money Supply M1;353913.887
Monthly;2007;Q4;Oct;Other Quasi- Money Deposits;119651.172
Monthly;2007;Q4;Dec;Other Quasi- Money Deposits;123139.628
Monthly;2008;Q1;Jan;Time & Savings Deposits;290823.916
Monthly;2008;Q1;Feb;Money Supply M1;399125.578
Monthly;2008;Q1;Mar;Demand  Deposits;339307.701
Monthly;2008;Q1;Mar;Other Quasi- Money Deposits;128201.943
Monthly;2008;Q2;Apr;Money Supply M3;826209.787
Monthly;2008;Q2;May;Money Supply M3;844403.901
Monthly;2008;Q2;May;Money Supply M2;702851.249
Monthly;2008;Q2;Jun;Other Quasi- Money Deposits;148770.566
Monthly;2008;Q2;Jun;Money Supply M3;860696.52
Monthly;2008;Q3;Jul;Time & Savings Deposits;304354.993
Monthly;2008;Q3;Aug;Time & Savings Deposits;318382.251
Monthly;2008;Q3;Sep;Demand  Deposits;333583.282
Monthly;2008;Q3;Sep;Money Supply M1;417909.297
Monthly;2008;Q4;Oct;Time & Savings Deposits;327910.383
Monthly;2008;Q4;Oct;Demand  Deposits;335781.25
Monthly;2008;Q4;Nov;Other Quasi- Money Deposits;146766.482
Monthly;2008;Q4;Dec;Money Supply M3;929124.571
Monthly;2009;Q1;Jan;Money Supply M3;928426.6
Monthly;2009;Q1;Feb;Currency Outside Banks;83809.017
Monthly;2009;Q1;Feb;Money Supply M2;799681.381
Monthly;2009;Q2;May;Money Supply M3;986847.342
Monthly;2009;Q2;Jun;Demand  Deposits;390595.371
Monthly;2009;Q2;Jun;Other Quasi- Money Deposits;177700.061
Monthly;2009;Q3;Jul;Time & Savings Deposits;347397.313
Monthly;2009;Q3;Aug;Money Supply M1;489446.059
Monthly;2009;Q3;Sep;Currency Outside Banks;88568.808
Monthly;2009;Q4;Oct;Demand  Deposits;407662.991
Monthly;2009;Q4;Nov;Time & Savings Deposits;342006.538
Monthly;2009;Q4;Nov;Money Supply M1;506233.789
Monthly;2009;Q4;Nov;Money Supply M2;848240.327
Monthly;2009;Q4;Dec;Money Supply M3;1028943.781
Monthly;2010;Q1;Jan;Time & Savings Deposits;307826.76
Monthly;2010;Q1;Jan;Currency Outside Banks;88355.0640291
Monthly;2010;Q1;Feb;Money Supply M2;849544.51977
Monthly;2010;Q2;Apr;Demand  Deposits;458302.83
Monthly;2010;Q2;Apr;Money Supply M3;1002952.67391
Monthly;2010;Q2;May;Demand  Deposits;464995.531
Monthly;2010;Q2;Jun;Demand  Deposits;484505.481
Monthly;2010;Q2;Jun;Money Supply M1;576928.039349
Monthly;2010;Q3;Jul;Other Quasi- Money Deposits;156004.709
Monthly;2010;Q3;Jul;Currency Outside Banks;91904.1046847
Monthly;2010;Q3;Sep;Time & Savings Deposits;298173.741
Monthly;2010;Q4;Oct;Currency Outside Banks;95638.0884707
Monthly;2010;Q4;Nov;Time & Savings Deposits;290399.6
Monthly;2010;Q4;Nov;Demand  Deposits;512708.348
Monthly;2010;Q4;Nov;Currency Outside Banks;96379.0905218
Monthly;2010;Q4;Nov;Money Supply M1;609087.438522
Monthly;2010;Q4;Nov;Money Supply M2;899487.038522
Monthly;2010;Q4;Dec;Money Supply M2;923874.620685
Monthly;2011;Q1;Jan;Money Supply M1;642002.147242
Monthly;2011;Q1;Feb;Money Supply M3;1110846.70804
Monthly;2011;Q2;Apr;Demand  Deposits;613916.645
Monthly;2011;Q2;May;Other Quasi- Money Deposits;164255.292
Monthly;2011;Q2;May;Money Supply M1;727244.499348
Monthly;2011;Q2;Jun;Currency Outside Banks;116849.977773
Monthly;2011;Q3;Jul;Other Quasi- Money Deposits;163608.581
Monthly;2011;Q3;Aug;Time & Savings Deposits;292382.287
Monthly;2011;Q3;Aug;Money Supply M3;1197521.14817
Monthly;2011;Q3;Aug;Money Supply M2;1034857.03717
Monthly;2011;Q4;Oct;Time & Savings Deposits;298663.309
Monthly;2011;Q4;Oct;Demand  Deposits;621250.915
Monthly;2011;Q4;Oct;Money Supply M2;1042861.42728
Monthly;2012;Q1;Jan;Time & Savings Deposits;309211.597
Monthly;2012;Q1;Feb;Money Supply M1;791309.018771
Monthly;2012;Q1;Mar;Other Quasi- Money Deposits;170088.435
Monthly;2012;Q2;Apr;Currency Outside Banks;123204.865826
Monthly;2012;Q2;Apr;Money Supply M3;1297690.39183
Monthly;2012;Q2;May;Demand  Deposits;685933.584
Monthly;2012;Q2;May;Currency Outside Banks;124875.588016
Monthly;2012;Q2;Jun;Demand  Deposits;687117.961
Monthly;2012;Q2;Jun;Money Supply M1;812723.719442
Monthly;2012;Q2;Jun;Money Supply M2;1131268.38244
Monthly;2012;Q3;Jul;Currency Outside Banks;127633.290497
Monthly;2012;Q3;Aug;Currency Outside Banks;133667.698204
Monthly;2012;Q3;Sep;Other Quasi- Money Deposits;197553.673
Monthly;2012;Q3;Sep;Money Supply M2;1129267.99104
Monthly;2012;Q4;Oct;Demand  Deposits;714167.188
Monthly;2012;Q4;Oct;Money Supply M1;852120.522523
Monthly;2012;Q4;Oct;Money Supply M3;1363518.15252
Monthly;2012;Q4;Dec;Time & Savings Deposits;329679.868
Monthly;2013;Q1;Jan;Other Quasi- Money Deposits;184775.97
Monthly;2013;Q1;Feb;Time & Savings Deposits;331047.675
Monthly;2013;Q1;Feb;Demand  Deposits;772142.877
Monthly;2013;Q1;Mar;Currency Outside Banks;135305.735029
Monthly;2013;Q2;May;Time & Savings Deposits;325711.779
Monthly;2013;Q2;May;Money Supply M1;963508.807584
Monthly;2013;Q2;May;Money Supply M2;1289220.58658
Monthly;2013;Q2;Jun;Currency Outside Banks;138842.91246
Monthly;2013;Q2;Jun;Money Supply M3;1479545.38346
Monthly;2013;Q3;Jul;Other Quasi- Money Deposits;188662.601
Monthly;2013;Q3;Jul;Currency Outside Banks;146148.124888
Monthly;2013;Q3;Jul;Money Supply M1;981419.665888
Monthly;2013;Q3;Aug;Money Supply M2;1296902.17581
Monthly;2013;Q4;Oct;Demand  Deposits;827058.373
Monthly;2013;Q4;Oct;Money Supply M1;971282.221899
Monthly;2013;Q4;Oct;Money Supply M3;1499262.3889
Monthly;2013;Q4;Dec;Time & Savings Deposits;350266.485
Monthly;2013;Q4;Dec;Currency Outside Banks;143140.037178
Monthly;2014;Q1;Jan;Other Quasi- Money Deposits;206168.455
Monthly;2014;Q1;Jan;Money Supply M1;1042524.18076
Monthly;2014;Q1;Feb;Time & Savings Deposits;351780.943
Monthly;2014;Q1;Feb;Money Supply M1;1039772.48169
Monthly;2014;Q1;Mar;Time & Savings Deposits;351479.77
Monthly;2014;Q1;Mar;Money Supply M2;1415970.34054
Monthly;2014;Q2;Apr;Currency Outside Banks;149014.797129
Monthly;2014;Q2;Apr;Money Supply M3;1652179.21413
Monthly;2014;Q2;May;Other Quasi- Money Deposits;201764.609
Monthly;2014;Q2;May;Money Supply M2;1457818.95768
Monthly;2014;Q2;Jun;Money Supply M1;1092500.50454
Monthly;2014;Q2;Jun;Money Supply M2;1457985.96354
Monthly;2014;Q3;Jul;Time & Savings Deposits;394660.433
Monthly;2014;Q3;Sep;Demand  Deposits;942800.619
Monthly;2014;Q3;Sep;Currency Outside Banks;158033.852833
Monthly;2014;Q4;Oct;Money Supply M2;1500374.59943
Monthly;2014;Q4;Nov;Money Supply M1;1109925.27532
Monthly;2015;Q1;Feb;Time & Savings Deposits;392864.867
Monthly;2015;Q1;Feb;Demand  Deposits;1043789.913
Monthly;2015;Q1;Feb;Other Quasi- Money Deposits;176212.711
Monthly;2015;Q1;Feb;Money Supply M3;1781998.69854
Monthly;2015;Q2;May;Other Quasi- Money Deposits;194446.357
Monthly;2015;Q2;Jun;Other Quasi- Money Deposits;193908.667
Monthly;2015;Q2;Jun;Money Supply M2;1637040.26369
Monthly;2015;Q3;Jul;Money Supply M1;1249588.92802
Monthly;2015;Q3;Aug;Other Quasi- Money Deposits;186314.09
Monthly;2015;Q3;Aug;Money Supply M1;1235674.88562
Monthly;2015;Q3;Aug;Money Supply M3;1808430.22462
Monthly;2015;Q3;Sep;Demand  Deposits;1067325.841
Monthly;2015;Q4;Oct;Money Supply M1;1187977.27539
Monthly;2015;Q4;Nov;Time & Savings Deposits;420331.656
Monthly;2015;Q4;Nov;Other Quasi- Money Deposits;184082.782
Monthly;2015;Q4;Dec;Currency Outside Banks;168491.790479
Monthly;2016;Q1;Jan;Other Quasi- Money Deposits;195549.394
Monthly;2016;Q1;Feb;Money Supply M2;1567493.21804
Monthly;2016;Q1;Mar;Demand  Deposits;987565.311497
Monthly;2016;Q1;Mar;Currency Outside Banks;169233.533004
Monthly;2016;Q1;Mar;Money Supply M1;1156798.8445
Monthly;2016;Q2;May;Currency Outside Banks;172229.829949
Monthly;2016;Q2;Jun;Other Quasi- Money Deposits;188327.265
Monthly;2016;Q2;Jun;Money Supply M3;1783600.18525
Monthly;2016;Q3;Jul;Money Supply M2;1576530.9048
Monthly;2016;Q3;Aug;Demand  Deposits;949234.580417
Monthly;2016;Q3;Aug;Other Quasi- Money Deposits;180528.397215
Monthly;2016;Q3;Aug;Money Supply M1;1122947.77376
Monthly;2016;Q3;Aug;Money Supply M2;1581949.35823
Monthly;2016;Q3;Sep;Other Quasi- Money Deposits;169274.254461
Monthly;2016;Q3;Sep;Currency Outside Banks;173468.077396
Monthly;2016;Q3;Sep;Money Supply M2;1596915.82331
Monthly;2016;Q4;Oct;Demand  Deposits;961550.758208
Monthly;2016;Q4;Oct;Other Quasi- Money Deposits;156390.810364
Monthly;2016;Q4;Oct;Money Supply M2;1633111.27514
Monthly;2016;Q4;Nov;Time & Savings Deposits;492298.079334
Monthly;2016;Q4;Nov;Currency Outside Banks;169699.632358
Monthly;2016;Q4;Nov;Money Supply M1;1149128.4107
Monthly;2016;Q4;Nov;Money Supply M3;1804334.42879
Monthly;2017;Q1;Jan;Money Supply M3;1781706.93753
Monthly;2017;Q1;Mar;Demand  Deposits;997825.093203
Monthly;2017;Q2;Jun;Demand  Deposits;984532.92889
Monthly;2017;Q2;Jun;Other Quasi- Money Deposits;180169.627331
Monthly;2017;Q3;Jul;Demand  Deposits;999993.38136
Monthly;2017;Q3;Aug;Other Quasi- Money Deposits;149986.986962
Monthly;2017;Q3;Aug;Currency Outside Banks;175359.305913
Monthly;2017;Q3;Sep;Currency Outside Banks;170609.527807
Monthly;2017;Q3;Sep;Money Supply M1;1150861.96162
Monthly;2017;Q4;Nov;Other Quasi- Money Deposits;176836.845002
Monthly;2017;Q4;Nov;Money Supply M2;1607007.76725
Monthly;2017;Q4;Dec;Other Quasi- Money Deposits;176505.214735
Monthly;2018;Q1;Jan;Time & Savings Deposits;435841.982503
Monthly;2018;Q1;Feb;Currency Outside Banks;177554.213166
Monthly;2018;Q1;Feb;Money Supply M3;1802778.80202
Monthly;2018;Q1;Mar;Demand  Deposits;1013261.34958
Monthly;2018;Q2;May;Demand  Deposits;1034184.41233
Monthly;2018;Q2;Jun;Time & Savings Deposits;425210.413862
Monthly;2018;Q2;Jun;Demand  Deposits;1022132.06542
Monthly;2018;Q3;Jul;Demand  Deposits;1018978.74858
Monthly;2018;Q3;Jul;Currency Outside Banks;181774.646275
Monthly;2018;Q3;Aug;Time & Savings Deposits;429594.263987
Monthly;2018;Q3;Aug;Currency Outside Banks;184439.600939
Monthly;2018;Q3;Sep;Currency Outside Banks;178997.72355
Monthly;2018;Q3;Sep;Money Supply M1;1204097.79671
Monthly;2018;Q3;Sep;Money Supply M2;1634530.99125
Monthly;2018;Q4;Oct;Time & Savings Deposits;418234.009826
Monthly;2018;Q4;Oct;Other Quasi- Money Deposits;197929.324345
Monthly;2018;Q4;Nov;Time & Savings Deposits;427147.855629
Monthly;2018;Q4;Nov;Money Supply M2;1636036.87324
Monthly;2018;Q4;Dec;Time & Savings Deposits;443022.413149
Monthly;2019;Q1;Jan;Time & Savings Deposits;434128.970233
Monthly;2019;Q1;Jan;Money Supply M2;1652409.64206
Monthly;2019;Q1;Feb;Demand  Deposits;1035438.40717
Monthly;2019;Q1;Feb;Money Supply M3;1831821.73411
Monthly;2019;Q1;Mar;Other Quasi- Money Deposits;177977.223237
Monthly;2019;Q2;May;Currency Outside Banks;196878.437597
Monthly;2019;Q2;May;Money Supply M3;1883484.53516
Monthly;2019;Q2;Jun;Other Quasi- Money Deposits;181977.275537
Monthly;2019;Q2;Jun;Currency Outside Banks;190809.981935
Monthly;2019;Q2;Jun;Money Supply M2;1700284.62094
Monthly;2019;Q3;Jul;Demand  Deposits;1069916.4748
Monthly;2019;Q3;Jul;Money Supply M2;1693333.67626
Annually;1988;-;-;Time & Savings Deposits;40478.6
Annually;1988;-;-;Demand  Deposits;57718.9
Annually;1988;-;-;Other Quasi- Money Deposits;44275.0
Annually;1989;-;-;Currency Outside Banks;33877.2
Annually;1990;-;-;Money Supply M1;102264.616538
Annually;1991;-;-;Currency Outside Banks;44620.12479
Annually;1993;-;-;Other Quasi- Money Deposits;59027.66
Annually;1993;-;-;Currency Outside Banks;42622.797617
Annually;1993;-;-;Money Supply M3;228422.755617
Annually;1994;-;-;Currency Outside Banks;44965.078411
Annually;1994;-;-;Money Supply M2;177061.555411
Annually;1995;-;-;Money Supply M3;241768.91
Annually;1996;-;-;Money Supply M3;258322.56
Annually;1997;-;-;Other Quasi- Money Deposits;54199.523
Annually;1998;-;-;Time & Savings Deposits;83436.098
Annually;1999;-;-;Currency Outside Banks;55060.285
Annually;1999;-;-;Money Supply M1;156665.18
Annually;1999;-;-;Money Supply M2;242006.595
Annually;2000;-;-;Money Supply M3;318989.309
Annually;2001;-;-;Time & Savings Deposits;91684.591
Annually;2001;-;-;Currency Outside Banks;49203.423
Annually;2002;-;-;Money Supply M3;390208.563
Annually;2003;-;-;Time & Savings Deposits;113381.881
Annually;2003;-;-;Other Quasi- Money Deposits;80703.041
Annually;2004;-;-;Currency Outside Banks;60133.143
Annually;2004;-;-;Money Supply M2;407976.261
Annually;2005;-;-;Money Supply M1;283539.074
Annually;2005;-;-;Money Supply M2;448805.471
Annually;2007;-;-;Demand  Deposits;311365.062
Annually;2007;-;-;Money Supply M3;789755.488
Annually;2008;-;-;Money Supply M3;929124.571
Annually;2011;-;-;Money Supply M1;761995.196406
Annually;2012;-;-;Currency Outside Banks;133120.728288
Annually;2013;-;-;Money Supply M3;1561070.44418
Annually;2014;-;-;Currency Outside Banks;153750.143112
Annually;2016;-;-;Money Supply M1;1146409.26764
Annually;2017;-;-;Time & Savings Deposits;454152.059195
Annually;2017;-;-;Demand  Deposits;1002467.74801
Annually;2017;-;-;Money Supply M3;1805171.37263
Annually;2018;-;-;Other Quasi- Money Deposits;189825.56086
Annually;2018;-;-;Money Supply M1;1220797.39784
Annually;2018;-;-;Money Supply M2;1663819.81099
Quarterly;1993;Q1;-;Other Quasi- Money Deposits;55651.947
Quarterly;1993;Q2;-;Time & Savings Deposits;46155.635
Quarterly;1993;Q2;-;Other Quasi- Money Deposits;57828.003
Quarterly;1993;Q3;-;Demand  Deposits;88202.388
Quarterly;1993;Q3;-;Money Supply M1;131513.693902
Quarterly;1993;Q3;-;Money Supply M2;177227.222902
Quarterly;1993;Q4;-;Time & Savings Deposits;47892.339
Quarterly;1994;Q1;-;Money Supply M2;173948.638069
Quarterly;1994;Q2;-;Time & Savings Deposits;48248.855
Quarterly;1994;Q3;-;Demand  Deposits;83187.147
Quarterly;1995;Q1;-;Other Quasi- Money Deposits;58428.146
Quarterly;1995;Q1;-;Money Supply M1;128895.257507
Quarterly;1996;Q2;-;Money Supply M2;194297.277
Quarterly;1996;Q4;-;Other Quasi- Money Deposits;54313.953
Quarterly;1996;Q4;-;Money Supply M2;204008.607
Quarterly;1997;Q1;-;Other Quasi- Money Deposits;54995.821
Quarterly;1997;Q1;-;Money Supply M2;213090.954
Quarterly;1997;Q3;-;Currency Outside Banks;44565.843
Quarterly;1997;Q3;-;Money Supply M3;266269.238
Quarterly;1997;Q3;-;Money Supply M2;211229.45
Quarterly;1997;Q4;-;Demand  Deposits;95360.545
Quarterly;1998;Q1;-;Time & Savings Deposits;78781.845
Quarterly;1998;Q1;-;Money Supply M1;146902.058
Quarterly;1998;Q1;-;Money Supply M2;225683.903
Quarterly;1998;Q2;-;Money Supply M1;148017.299
Quarterly;1998;Q2;-;Money Supply M2;228160.531
Quarterly;1998;Q3;-;Other Quasi- Money Deposits;56969.817
Quarterly;1998;Q3;-;Currency Outside Banks;43210.206
Quarterly;1998;Q3;-;Money Supply M2;217345.232
Quarterly;1999;Q1;-;Demand  Deposits;99834.604
Quarterly;1999;Q1;-;Money Supply M1;147077.447
Quarterly;1999;Q2;-;Other Quasi- Money Deposits;56573.077
Quarterly;1999;Q2;-;Currency Outside Banks;44443.769
Quarterly;1999;Q2;-;Money Supply M3;284530.834
Quarterly;1999;Q4;-;Other Quasi- Money Deposits;63439.317
Quarterly;2000;Q1;-;Currency Outside Banks;47690.352
Quarterly;2000;Q2;-;Money Supply M1;162684.278
Quarterly;2000;Q3;-;Time & Savings Deposits;87691.955
Quarterly;2000;Q3;-;Currency Outside Banks;46125.869
Quarterly;2000;Q4;-;Time & Savings Deposits;90832.006
Quarterly;2000;Q4;-;Money Supply M2;256332.394
Quarterly;2001;Q1;-;Time & Savings Deposits;92627.342
Quarterly;2001;Q1;-;Other Quasi- Money Deposits;60280.428
Quarterly;2001;Q1;-;Currency Outside Banks;50095.584
Quarterly;2001;Q1;-;Money Supply M1;172567.61
Quarterly;2001;Q1;-;Money Supply M2;265194.952
Quarterly;2001;Q2;-;Demand  Deposits;128499.999
Quarterly;2001;Q2;-;Currency Outside Banks;49272.039
Quarterly;2001;Q2;-;Money Supply M3;330433.195
Quarterly;2001;Q4;-;Money Supply M3;339982.871
Quarterly;2002;Q1;-;Money Supply M3;347476.539
Quarterly;2002;Q3;-;Money Supply M3;360919.952
Quarterly;2002;Q3;-;Money Supply M2;284662.918
Quarterly;2002;Q4;-;Time & Savings Deposits;108028.195
Quarterly;2002;Q4;-;Money Supply M1;202339.071
Quarterly;2002;Q4;-;Money Supply M3;390208.563
Quarterly;2003;Q1;-;Time & Savings Deposits;106823.197
Quarterly;2003;Q2;-;Demand  Deposits;162903.869
Quarterly;2003;Q2;-;Money Supply M3;403655.189
Quarterly;2003;Q3;-;Money Supply M3;402370.341
Quarterly;2003;Q4;-;Other Quasi- Money Deposits;80703.041
Quarterly;2004;Q1;-;Time & Savings Deposits;111554.355
Quarterly;2004;Q2;-;Demand  Deposits;185576.957
Quarterly;2004;Q3;-;Other Quasi- Money Deposits;87226.655
Quarterly;2004;Q4;-;Demand  Deposits;211170.238
Quarterly;2005;Q1;-;Money Supply M3;511969.375
Quarterly;2005;Q2;-;Other Quasi- Money Deposits;97628.619
Quarterly;2005;Q3;-;Currency Outside Banks;59591.73
Quarterly;2005;Q3;-;Money Supply M2;434062.515
Quarterly;2005;Q4;-;Time & Savings Deposits;165266.397
Quarterly;2006;Q2;-;Other Quasi- Money Deposits;107359.815
Quarterly;2006;Q3;-;Time & Savings Deposits;212027.304
Quarterly;2006;Q3;-;Demand  Deposits;231575.05
Quarterly;2007;Q1;-;Demand  Deposits;257599.536
Quarterly;2007;Q1;-;Money Supply M3;677421.082
Quarterly;2007;Q2;-;Demand  Deposits;266103.992
Quarterly;2007;Q3;-;Demand  Deposits;284810.316
Quarterly;2007;Q4;-;Money Supply M3;789755.488
Quarterly;2007;Q4;-;Money Supply M2;666615.86
Quarterly;2008;Q2;-;Time & Savings Deposits;282775.481
Quarterly;2008;Q2;-;Money Supply M2;711925.954
Quarterly;2008;Q3;-;Currency Outside Banks;84326.015
Quarterly;2008;Q3;-;Money Supply M1;417909.297
Quarterly;2009;Q1;-;Other Quasi- Money Deposits;149402.193
Quarterly;2009;Q1;-;Currency Outside Banks;82860.384
Quarterly;2009;Q2;-;Time & Savings Deposits;348148.887
Quarterly;2009;Q2;-;Money Supply M3;1001903.058
Quarterly;2009;Q3;-;Other Quasi- Money Deposits;176612.482
Quarterly;2009;Q3;-;Money Supply M1;492679.167
Quarterly;2010;Q1;-;Currency Outside Banks;89822.4300588
Quarterly;2010;Q3;-;Time & Savings Deposits;298173.741
Quarterly;2010;Q3;-;Money Supply M1;591279.330552
Quarterly;2010;Q4;-;Money Supply M2;923874.620685
Quarterly;2011;Q1;-;Time & Savings Deposits;304660.711
Quarterly;2011;Q1;-;Money Supply M3;1161987.99205
Quarterly;2011;Q2;-;Demand  Deposits;604970.803
Quarterly;2011;Q2;-;Money Supply M3;1188303.23177
Quarterly;2011;Q3;-;Demand  Deposits;612790.84
Quarterly;2011;Q3;-;Currency Outside Banks;120705.099732
Quarterly;2011;Q3;-;Money Supply M3;1200103.47573
